KT_Old_Accurate	KT_New_Accurate	KF_Old_Accurate	KF_New_Accurate	UT_Old_Accurate	UT_New_Accurate	UF_Old_Accurate	UF_New_Accurate	Imp1_2	Imp2_2	Imp3_2	Imp4_2	Condition	Random	Google	Random2	StartDate	EndDate	Finished	confirmCode	IDInst	Inst_Familiarity	Imp1_1	Imp2_1	Imp3_1	Imp4_1	Plau1_1	Plau2_1	Plau3_1	Plau4_1	True1_1	True2_1	True3_1	True4_1	True5_1	True6_1	True7_1	True8_1	True9_1	True10_1	False1_1	False2_1	False3_1	False4_1	False5_1	False6_1	False7_1	False8_1	False9_1	False10_1	Age	Sex	Education	English	Zipcode	PANAS	PANAS_1	PANAS_2	PANAS_3	PANAS_4	PANAS_5	PANAS_6	PANAS_7	PANAS_8	PANAS_9	PANAS_10	PANAS_11	PANAS_12	PANAS_13	PANAS_14	PANAS_15	PANAS_16	PANAS_17	PANAS_18	PANAS_19	PANAS_20	Inst_Accuracy	Plau1_2	Plau2_2	Plau3_2	Plau4_2	True1_2	True2_2	True3_2	True4_2	True5_2	True6_2	True7_2	True8_2	True9_2	True10_2	False1_2	False2_2	False3_2	False4_2	False5_2	False6_2	False7_2	False8_2	False9_2	False10_2	Comments	Length	LocationLatitude	LocationLongitude	LocationAccuracy
5.5	5	1	1	3.6	2	3.8	2.8	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	285442	1	1	2	4	 	 	5	2	 	 	4	4	4	4	4	 	 	 	 	 	4	4	4	4	4	 	 	 	 	 	24	1	2	1	76114	1	4	1	1	1	3	1	1	1	3	3	1	1	1	3	1	3	 	1	3	1	1	5	6	4	6	6	2	4	1	5	2	2	4	1	1	3	4	4	4	4	4	4	1	1	4	no comments	10 minutes	32.67089844	-97.41570282	-1
5	5.5	1	1	4.6	4	4.2	3.8	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	499087	1	1	1	1	 	 	2	4	 	 	4	4	6	5	5	 	 	 	 	 	3	5	6	6	4	 	 	 	 	 	36	2	3	1	77084	1	5	1	2	1	2	1	1	1	3	2	1	5	1	4	1	4	5	1	4	1	1	6	4	5	6	5	4	5	4	5	6	4	3	6	1	5	4	5	3	4	5	2	1	5	6	my wifi went down a couple of times during the survey.	15 minutes including the wifi downtime	29.83270264	-95.66269684	-1
6	6	1	1	4.6	4.8	4.8	3	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	423795	1	1	1	5	 	 	3	1	 	 	3	5	5	6	5	 	 	 	 	 	5	3	4	5	5	 	 	 	 	 	55	2	4	1	43206	1	3	1	3	1	2	1	1	1	2	3	1	3	1	3	1	3	3	1	1	1	1	6	6	6	6	6	2	5	6	4	6	4	6	4	4	4	6	4	6	4	2	3	3	3	4	No	25	39.89280701	-82.95880127	-1
4.5	6	1	1	3.4	3.8	3.2	3.2	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	267712	1	1	4	3	 	 	5	3	 	 	4	4	4	3	4	 	 	 	 	 	3	4	4	4	4	 	 	 	 	 	40	1	5	1	16865	1	3	3	4	3	3	3	3	3	3	3	3	4	2	3	4	4	3	2	3	3	1	6	3	6	6	3	3	4	4	3	6	4	3	3	3	3	3	3	4	3	4	3	3	3	3	NA	10	39.45620728	-77.96389771	-1
6	6	1	1	4	4.4	4.6	4.2	1	1	1	1	1	2	2	2	3/30/2017	3/30/2017	1	406957	1	1	1	1	 	 	1	1	 	 	4	2	5	5	4	 	 	 	 	 	4	4	3	5	5	 	 	 	 	 	36	1	3	1	16066	1	3	1	3	1	3	1	1	1	3	2	1	2	1	3	1	3	4	1	4	1	1	6	6	6	6	4	3	3	5	5	4	2	4	6	6	4	4	4	5	6	4	3	5	4	5	no	8 minutes	40.70970154	-80.10489655	-1
6	6	1	1	3.6	3.6	3.6	3	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	392959	1	1	 	 	1	2	 	 	3	1	 	 	 	 	 	2	1	4	2	2	 	 	 	 	 	1	4	2	1	3	20	1	3	1	8201	1	3	1	1	1	1	1	1	1	2	1	1	4	1	1	1	3	4	1	2	1	1	6	6	6	6	4	3	1	4	6	5	4	3	4	2	2	3	3	3	4	2	3	4	4	5	 	5 minutes	39.69689941	-75.125	-1
6	6	1	1	5	4.8	4.2	5	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	174034	1	1	 	 	2	1	 	 	5	1	 	 	 	 	 	6	5	5	5	5	 	 	 	 	 	1	5	1	5	5	40	1	5	1	74820	1	4	2	3	1	5	1	1	1	3	4	1	5	2	3	1	4	4	1	4	1	1	6	6	6	6	5	5	4	5	5	6	5	5	5	4	5	5	5	5	5	4	5	1	5	6	 	5	34.80580139	-96.70459747	-1
6	6	1	1	4.2	3.4	3.8	2.8	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	970403	1	1	 	 	1	1	 	 	2	2	 	 	 	 	 	3	4	2	3	2	 	 	 	 	 	1	3	2	2	2	24	2	3	1	55425	1	1	5	1	5	1	4	4	1	1	1	4	1	5	1	5	1	2	4	1	4	1	6	6	6	6	6	1	4	4	2	6	3	4	6	2	4	3	3	1	3	3	2	4	5	5	Thanks!	3:41	44.95550537	-93.16699982	-1
6	6	1	1	5	4.2	3.6	4.2	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	920054	1	1	 	 	6	6	 	 	2	2	 	 	 	 	 	2	4	4	2	2	 	 	 	 	 	2	2	2	4	4	27	1	2	1	57701	1	2	1	1	2	1	1	1	1	1	1	2	3	1	1	1	1	3	1	 	1	1	6	6	6	6	4	4	4	4	5	6	4	5	6	4	5	4	4	4	4	4	4	2	4	4	 	 	44.12089539	-103.1977997	-1
6	5.5	1	1	4	2.8	4	3.4	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	211985	1	1	 	 	5	1	 	 	5	5	 	 	 	 	 	2	1	6	4	2	 	 	 	 	 	1	4	4	3	5	39	2	2	1	4769	1	4	1	3	1	2	 	1	1	2	2	1	4	1	3	1	3	4	1	3	1	1	5	6	6	6	1	3	1	5	4	3	4	6	5	2	1	4	4	4	4	4	4	4	4	4	no	10 mins	41.18449402	-73.1332016	-1
6	6	1	1	5.4	4.6	5	4	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	441588	1	1	 	 	3	3	 	 	2	2	 	 	 	 	 	4	4	5	5	5	 	 	 	 	 	1	4	2	4	5	36	2	5	1	55104	1	3	1	1	1	3	1	1	1	2	2	1	3	1	2	1	2	3	1	3	1	1	6	6	6	6	5	5	4	5	4	6	6	5	5	5	4	4	4	4	4	5	5	5	5	5	 	6 min	44.96640015	-93.12290192	-1
6	6	1	1	4.8	4.2	4.6	3.4	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	360249	1	1	 	 	5	5	 	 	5	2	 	 	 	 	 	2	2	5	2	2	 	 	 	 	 	2	2	2	2	2	55	1	4	1	35173	1	4	1	2	1	4	1	1	1	2	3	1	4	1	3	1	3	4	1	4	1	1	6	6	6	6	5	4	4	3	5	6	4	5	5	4	4	4	1	4	4	4	4	6	5	4	no	10 minutes	33.70610046	-86.82379913	-1
5	6	1	1	3.4	4.4	3	3.4	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	16496	1	1	 	 	6	6	 	 	4	3	 	 	 	 	 	4	5	4	4	2	 	 	 	 	 	1	4	4	5	5	44	2	5	1	63052	1	4	1	2	1	3	1	1	1	3	2	1	5	1	2	1	5	4	1	2	1	1	6	6	4	6	5	4	4	5	4	5	5	4	2	1	2	3	4	4	4	4	3	1	4	3	No	10 minutes	38.45120239	-90.32779694	-1
6	6	1	1	4.2	4	4.6	3.4	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	890492	1	1	 	 	1	1	 	 	3	1	 	 	 	 	 	4	4	4	3	4	 	 	 	 	 	1	2	4	4	5	32	1	5	1	16415	1	3	1	1	1	5	1	1	1	2	1	1	5	1	2	1	4	5	1	1	1	1	6	6	6	6	5	4	3	4	4	5	4	4	4	4	4	4	4	2	3	5	5	5	4	4	It was fun.  Thanks!	6 minutes	41.9703064	-80.3125	-1
6	6	1	1	4.2	3.4	4.4	3	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	377197	1	1	 	 	3	6	 	 	1	1	 	 	 	 	 	6	6	6	6	6	 	 	 	 	 	1	6	6	6	4	36	1	5	1	18706	1	3	2	2	1	2	1	2	1	2	3	2	3	1	3	1	3	3	2	2	1	1	6	6	6	6	5	4	2	2	4	5	4	4	6	2	4	4	4	1	2	4	4	5	5	4	 	5:30	38.89329529	-77.01460266	-1
5.5	5.5	1	1	3.8	3.2	4.2	3.8	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	716526	1	1	 	 	1	1	 	 	1	4	 	 	 	 	 	2	1	4	3	2	 	 	 	 	 	1	1	2	2	2	31	2	3	1	48187	1	3	1	1	1	4	1	1	1	2	3	2	4	1	1	1	4	4	2	3	1	1	5	6	5	6	3	5	2	3	3	5	4	2	4	4	4	4	4	4	3	5	4	4	4	4	no	5 minutes	42.28559875	-83.4858017	-1
5.5	5	1	1	4	3	4	3.6	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	61224	1	1	 	 	4	5	 	 	5	2	 	 	 	 	 	2	2	5	4	2	 	 	 	 	 	2	2	4	2	4	51	1	3	1	63366	1	5	1	4	1	4	1	1	1	4	4	1	5	1	4	1	4	5	1	4	1	1	4	6	5	6	2	4	4	3	2	4	4	3	5	4	3	4	4	3	4	4	4	4	4	4	"Enjoyed the survey, very thought provoking."	5-10 minutes.	38.82510376	-90.72889709	-1
6	5.5	1	1	3.2	2.8	2.6	2.8	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	70715	1	1	 	 	1	4	 	 	4	1	 	 	 	 	 	5	1	1	3	2	 	 	 	 	 	1	1	1	1	1	24	1	5	1	7728	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	5	6	6	6	6	1	3	1	3	4	4	1	4	3	4	1	4	1	4	4	4	3	1	1	no	5 min	40.104599	-74.34590149	-1
6	5.5	1	1	3.8	2.4	4.8	2.6	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	357846	1	1	 	 	2	1	 	 	4	1	 	 	 	 	 	3	4	4	4	4	 	 	 	 	 	4	5	5	5	5	27	1	4	1	85741	1	3	1	2	1	2	1	1	1	2	2	1	3	1	2	1	3	3	1	3	1	1	5	6	6	6	2	2	2	4	2	6	6	4	2	1	3	2	2	2	4	4	4	5	6	5	 	6 minutes	32.26860046	-111.0021973	-1
6	5.5	1	1	6	3.6	2.6	2.6	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	366926	1	1	 	 	4	4	 	 	5	2	 	 	 	 	 	2	5	5	5	2	 	 	 	 	 	3	4	4	5	4	47	2	6	1	14850	1	3	1	2	1	3	1	1	1	 	1	1	3	1	1	1	2	3	1	3	1	1	5	6	6	6	4	4	3	4	3	6	6	6	6	6	3	1	2	4	3	1	1	3	4	4	 	15 min	40.01499939	-105.2705994	-1
6	6	1	1	3.8	3.8	4	3.4	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	979379	1	1	 	 	5	5	 	 	6	2	 	 	 	 	 	4	4	2	3	3	 	 	 	 	 	1	5	4	2	3	29	2	3	1	52802	1	3	1	2	1	2	1	1	1	 	2	1	4	1	2	1	3	4	1	4	1	1	6	6	6	6	6	4	2	3	4	4	1	5	5	4	1	6	1	5	4	2	3	5	6	4	no	10 minutes	41.57380676	-90.45819855	-1
6	6	1	1	3	3.6	2.6	2.8	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	971475	1	1	 	 	6	6	 	 	5	1	 	 	 	 	 	4	5	2	5	5	 	 	 	 	 	1	3	5	4	5	23	2	5	1	92705	1	2	1	1	2	1	1	1	1	1	1	3	1	1	1	 	1	2	1	1	1	1	6	6	6	6	3	1	3	6	5	6	3	4	1	1	4	3	3	1	3	4	1	2	5	1	no	9 minutes	-21.33999634	-47.72940063	-1
6	6	1	1	4.6	5	4.8	4	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	983537	1	1	 	 	5	6	 	 	4	4	 	 	 	 	 	5	6	6	5	6	 	 	 	 	 	2	6	4	6	5	35	1	8	1	53188	1	4	1	3	1	3	1	1	1	3	4	1	5	1	2	2	4	5	2	4	1	1	6	6	6	6	6	6	2	6	5	6	6	4	1	6	4	4	2	5	5	4	5	5	6	4	"Interesting and fun, thanks!"	7 minutes	43.14089966	-87.9496994	-1
6	5.5	1	1	4	4	4	3.2	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	66878	1	1	 	 	1	1	 	 	4	4	 	 	 	 	 	2	4	5	5	2	 	 	 	 	 	2	5	2	5	3	35	2	3	1	30342	1	3	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	3	1	2	1	1	5	6	6	6	4	4	4	4	4	5	5	4	4	2	4	1	3	4	4	4	4	4	4	4	No	6 minutes	33.9828949	-84.32420349	-1
6	6	1	1	2.8	2.8	3.6	2.8	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	382568	1	1	 	 	6	6	 	 	3	1	 	 	 	 	 	2	4	4	2	2	 	 	 	 	 	3	2	2	2	5	24	2	5	1	36608	1	5	1	4	1	3	1	1	1	4	3	1	5	1	4	1	5	5	1	4	1	1	6	6	6	6	5	2	2	4	1	5	1	4	2	2	3	4	2	2	3	4	4	3	3	4	NA	8 minutes	31.46270752	-85.62670135	-1
3.5	5	1	1	4.2	3.2	4.4	3	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	712522	1	1	 	 	1	1	 	 	6	4	 	 	 	 	 	1	3	6	4	1	 	 	 	 	 	1	1	2	1	1	39	2	2	1	2370	1	5	1	3	1	4	1	1	1	1	3	1	 	1	1	1	3	5	1	1	1	1	4	6	6	1	3	3	4	1	5	4	4	6	3	4	3	3	3	3	3	4	4	5	4	5	 	6 mins	42.54930115	-71.25579834	-1
6	5	1	1	3.8	3.2	4.8	4.4	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	969634	1	1	 	 	6	5	 	 	4	5	 	 	 	 	 	4	4	4	5	4	 	 	 	 	 	2	5	5	4	4	27	 	5	1	19082	1	4	1	4	1	2	1	1	1	4	4	1	1	1	4	1	4	4	1	2	1	1	4	6	6	6	5	4	2	2	3	4	4	4	5	2	5	3	5	4	5	5	5	5	5	4	 	5 minutes	39.97520447	-75.31220245	-1
6	6	1	1	4.2	4	4.2	3.8	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	772436	1	1	 	 	5	6	 	 	1	5	 	 	 	 	 	3	6	4	5	2	 	 	 	 	 	1	3	2	4	2	26	1	5	1	20866	1	2	1	3	1	1	1	1	1	2	1	1	3	1	1	1	2	2	3	2	1	1	6	6	6	6	5	4	3	4	4	5	3	4	6	3	3	5	2	4	5	4	4	6	4	3	 	7 minutes	39.06489563	-76.97979736	-1
6	3.5	1	1	3.4	3.2	4	4	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	607688	1	1	 	 	6	6	 	 	1	2	 	 	 	 	 	4	4	1	4	1	 	 	 	 	 	1	4	4	4	4	27	1	5	1	10306	1	3	2	1	2	1	1	2	2	1	1	 	3	2	1	2	 	3	2	2	2	1	6	1	6	6	4	2	3	3	4	4	4	4	4	1	4	4	4	4	4	4	4	4	4	4	 	10 minutes	40.67050171	-74.10639954	-1
6	6	1	1	5.2	4.4	4	3.4	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	527258	1	1	 	 	6	6	 	 	3	2	 	 	 	 	 	4	5	4	4	4	 	 	 	 	 	1	4	4	2	4	42	2	5	1	94551	1	4	1	2	1	1	1	1	1	3	1	2	4	1	2	1	2	4	1	3	1	1	6	6	6	6	5	5	4	4	4	6	5	6	4	5	4	3	2	4	4	4	3	4	4	5	 	Ten minutes	37.77310181	-121.7514954	-1
6	5.5	1	1	2.2	3.6	4.6	1.8	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	588127	1	1	 	 	1	1	 	 	4	4	 	 	 	 	 	4	4	2	4	4	 	 	 	 	 	1	3	4	2	4	29	2	6	1	76227	1	3	1	1	1	2	1	1	1	1	2	1	3	1	1	1	2	3	1	2	1	1	5	6	6	6	5	4	2	2	5	4	4	1	1	1	2	1	1	4	1	4	4	4	5	6	No	5 min	33.16259766	-96.9375	-1
6	6	3.5	1	4.4	3.4	3.6	3	1	1	1	6	2	2	2	2	3/30/2017	3/30/2017	1	932870	1	1	 	 	1	1	 	 	2	1	 	 	 	 	 	3	6	5	4	3	 	 	 	 	 	1	5	5	5	5	27	1	5	1	19148	1	4	1	3	1	3	1	1	1	3	3	1	4	1	4	1	4	4	1	5	1	1	6	6	6	6	3	4	3	3	4	6	6	4	4	2	4	4	1	2	4	4	4	2	4	4	 	5 minutes	39.97520447	-75.31220245	-1
6	6	1	1	5.2	3.4	2	2.2	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	689509	1	1	 	 	1	1	 	 	5	4	 	 	 	 	 	5	6	2	4	5	 	 	 	 	 	1	1	1	1	1	51	2	2	1	28270	1	4	1	1	1	3	1	1	1	4	1	1	4	1	3	1	4	4	1	4	1	1	6	6	6	6	5	4	4	2	2	6	6	2	6	6	1	2	1	4	3	2	4	1	2	1	 	10 minutes	35.05079651	-80.81860352	-1
6	5.5	1	1	4	2.2	3.4	2.4	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	507259	1	1	 	 	6	6	 	 	4	5	 	 	 	 	 	4	3	6	5	4	 	 	 	 	 	2	5	4	4	4	24	1	4	1	63134	1	4	1	2	1	4	2	1	1	4	3	1	5	1	2	2	4	5	2	3	1	1	5	6	6	6	2	1	1	2	5	5	4	5	3	3	3	2	1	5	1	4	4	1	3	5	No further comment.	9 minutes.	38.58990479	-90.34690094	-1
6	5	1	1	3.2	4	4	3.2	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	315096	1	1	 	 	3	2	 	 	2	2	 	 	 	 	 	3	3	4	3	2	 	 	 	 	 	1	3	3	4	3	32	1	5	1	35216	1	3	1	3	1	2	1	1	1	3	2	1	4	1	3	1	4	4	2	4	1	1	4	6	6	6	5	3	4	4	4	4	3	4	4	1	1	4	3	4	4	4	4	4	4	4	none	10 minutes	33.4467926	-86.74040222	-1
6	6	1	1	2.8	3.8	3.6	4	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	960944	1	1	 	 	6	6	 	 	1	1	 	 	 	 	 	1	2	4	2	1	 	 	 	 	 	1	1	2	1	4	33	1	4	1	44883	1	3	1	1	1	2	1	1	1	2	1	1	3	1	1	1	3	3	1	2	1	1	6	6	6	6	6	2	1	5	5	4	3	4	2	1	5	5	2	4	4	4	4	2	4	4	none	10min	41.30279541	-82.94940186	-1
6	6	1	1	3.4	2.25	4	2.2	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	721140	1	1	 	 	1	1	 	 	4	1	 	 	 	 	 	1	4	6	5	2	 	 	 	 	 	1	5	4	3	5	49	1	5	1	98030	1	3	1	1	1	2	1	1	1	1	1	1	4	1	2	1	2	3	1	3	1	1	6	6	6	6	1	4	 	3	1	6	1	3	3	4	3	3	3	1	1	3	3	4	6	4	 	15	47.68539429	-122.2872009	-1
5.5	6	1	1	3.4	3	4	2.8	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	946923	1	1	 	 	5	5	 	 	4	5	 	 	 	 	 	4	5	6	4	3	 	 	 	 	 	2	6	3	5	5	53	1	3	1	53095	1	 	1	1	1	3	1	1	1	3	1	2	4	1	1	1	3	4	3	4	1	1	6	6	6	5	5	4	1	2	3	6	2	4	4	1	2	4	1	4	3	4	5	5	3	3	 	7 minutes	25.78059387	-80.18260193	-1
6	5.5	1	1	3.6	2.6	4.8	2.8	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	277518	1	1	 	 	4	1	 	 	1	1	 	 	 	 	 	3	1	1	1	4	 	 	 	 	 	1	1	3	1	3	55	2	5	1	44139	1	5	1	3	1	5	1	1	1	5	5	1	5	1	5	1	5	5	1	4	1	1	5	6	6	6	2	3	2	4	2	5	5	3	2	3	2	3	2	3	4	6	5	4	4	5	The survey was interesting and I appreciated the opportunity to participate!	About 8 minutes	41.44619751	-81.39600372	-1
6	6	1	1	4.2	5	4	4.4	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	223629	1	1	 	 	4	5	 	 	3	4	 	 	 	 	 	2	4	1	4	2	 	 	 	 	 	1	4	5	4	5	28	2	3	1	49080	1	3	2	2	2	1	2	1	1	2	3	2	3	3	2	3	2	3	2	1	1	1	6	6	6	6	6	5	5	4	5	4	4	4	5	4	4	4	5	5	4	4	4	4	4	4	 	6 minuets	42.26939392	-85.56020355	-1
6	5.5	1	1	2.8	3.6	3.6	2.8	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	472638	1	1	 	 	1	1	 	 	4	1	 	 	 	 	 	1	1	3	1	1	 	 	 	 	 	1	1	1	1	2	54	2	2	1	7882	1	3	1	1	1	1	1	1	1	2	1	1	2	1	2	1	3	3	1	2	1	1	5	6	6	6	6	2	3	3	4	4	4	4	1	1	3	4	1	3	3	3	3	3	5	4	no	10 minutes	40.77090454	-74.23690033	-1
6	6	1	1	5.6	2.4	4	2.8	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	366612	1	1	 	 	1	1	 	 	3	4	 	 	 	 	 	2	2	3	2	2	 	 	 	 	 	3	3	2	2	4	48	2	7	1	53705	1	3	1	1	1	3	1	1	1	1	1	2	3	1	1	1	4	3	1	3	1	1	6	6	6	6	5	1	2	2	2	6	6	4	6	6	4	3	1	4	2	4	4	2	5	5	"No, thank you"	6 minutes	43.13310242	-89.34909821	-1
6	6	2	1	4	4	4.6	3.25	1	1	2	2	2	2	2	2	3/30/2017	3/30/2017	1	354123	1	1	 	 	6	4	 	 	6	6	 	 	 	 	 	4	4	5	5	3	 	 	 	 	 	3	5	4	2	5	26	1	2	1	61108	1	4	1	3	1	3	2	1	1	4	3	1	4	1	4	1	4	4	1	2	1	1	6	6	6	6	3	4	4	5	4	5	3	4	4	4	3	4	2	4	 	4	5	5	4	5	 	5/10 minutes?	42.2230072	-89.16850281	-1
5.5	4	1	1	3.6	3.6	4.2	3.4	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	92941	1	1	 	 	4	5	 	 	3	2	 	 	 	 	 	3	3	3	4	4	 	 	 	 	 	2	3	3	2	2	48	2	5	1	78759	1	4	2	4	2	4	2	2	 	4	3	3	3	2	4	2	4	3	2	3	2	1	4	 	5	6	5	3	3	3	4	5	4	3	4	2	4	4	3	2	4	4	4	5	4	4	no	10 minutes	30.3999939	-97.75279999	-1
3	4.5	1	1	4.4	4.4	4.2	4	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	494063	1	1	 	 	2	2	 	 	5	2	 	 	 	 	 	4	5	5	4	3	 	 	 	 	 	1	2	5	4	4	36	2	5	1	44202	1	3	1	1	1	1	1	1	1	1	1	3	3	1	2	1	3	3	1	1	1	1	4	5	5	1	5	5	4	4	4	4	6	4	4	4	4	4	4	4	4	4	4	4	5	4	no	5 min	39.9611969	-82.99880219	-1
3	2.5	4	3.5	3.6	3.4	2.6	3.2	2	5	4	4	2	2	2	2	3/30/2017	3/30/2017	1	653819	1	1	 	 	5	3	 	 	5	4	 	 	 	 	 	2	3	4	5	5	 	 	 	 	 	2	6	5	1	4	20	1	2	1	16802	1	3	1	3	1	3	1	1	1	3	3	1	3	1	3	1	3	4	1	3	1	1	3	2	2	4	5	2	1	5	4	5	2	5	4	2	2	4	2	6	2	4	3	2	2	2	 	 	40.80769348	-77.86139679	-1
6	5.5	1	1	4	3	3.6	3.2	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	243840	1	1	 	 	4	4	 	 	6	4	 	 	 	 	 	5	5	1	4	5	 	 	 	 	 	2	4	5	5	5	40	2	6	1	8550	1	4	1	2	1	2	1	1	1	2	3	1	4	1	3	1	4	5	1	4	1	1	5	6	6	6	4	4	2	3	2	6	3	1	4	6	2	3	4	3	4	3	5	4	4	2	None	6 minutes	40.37559509	-74.65969849	-1
6	6	1	1	3.8	4.2	3	3.2	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	914004	1	1	 	 	5	2	 	 	2	1	 	 	 	 	 	3	4	4	4	3	 	 	 	 	 	1	4	2	5	3	22	2	5	1	85306	1	2	1	1	1	2	1	1	1	1	1	2	2	1	1	2	3	2	1	1	1	1	6	6	6	6	5	4	4	4	4	5	4	4	4	2	4	4	3	2	3	4	1	1	4	5	 	5 minutes	33.41479492	-111.9093018	-1
6	5.5	1	1	4.4	3.4	3.4	3	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	976508	1	1	 	 	4	6	 	 	2	2	 	 	 	 	 	2	5	5	3	2	 	 	 	 	 	2	4	3	2	3	62	2	4	1	85258	1	4	2	1	2	4	1	2	1	3	3	1	4	1	3	1	4	4	1	3	2	1	5	6	 	6	5	4	2	3	3	5	5	4	4	4	3	2	3	4	3	4	2	4	3	4	 	8 min?	33.56100464	-111.9088974	-1
6	6	1	1	5.6	4.4	2.8	3.8	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	318168	1	1	 	 	1	1	 	 	1	2	 	 	 	 	 	4	4	4	4	4	 	 	 	 	 	1	3	2	4	4	41	1	5	1	1810	1	3	1	1	1	2	1	1	1	2	1	1	3	1	1	1	2	4	2	2	1	1	6	6	6	6	6	4	4	4	4	6	5	5	6	6	4	4	4	3	4	4	3	2	4	1	Nope!	4 minutes	42.64889526	-71.16549683	-1
6	6	1	1	2.8	4.2	2.8	3	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	95225	1	1	 	 	6	4	 	 	3	1	 	 	 	 	 	3	5	5	5	5	 	 	 	 	 	4	4	5	4	5	27	2	4	1	11209	1	4	1	3	1	4	1	1	1	4	4	1	5	1	4	1	5	5	1	4	1	1	6	6	6	6	6	4	4	4	3	3	2	2	4	3	4	2	2	4	3	4	2	3	2	3	no	16 minutes	40.62010193	-73.98680115	-1
5.5	5.5	1.5	1	3.2	4	4.2	3.8	1	1	2	1	2	2	2	2	3/30/2017	3/30/2017	1	568213	1	1	 	 	3	6	 	 	4	4	 	 	 	 	 	4	3	4	3	3	 	 	 	 	 	2	4	2	4	4	36	2	3	1	64804	1	3	1	1	1	1	1	1	1	2	1	1	4	1	3	1	3	3	1	2	1	1	5	6	5	6	5	4	3	3	5	3	4	4	4	1	3	4	4	4	4	4	5	4	4	4	Interesting	13 minutes	37.75100708	-97.8219986	-1
6	6	1	1	4.6	3.6	4	3.2	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	989925	1	1	 	 	5	5	 	 	3	3	 	 	 	 	 	4	5	5	4	4	 	 	 	 	 	3	4	4	4	4	52	2	3	1	31088	1	3	1	3	1	2	1	1	1	2	2	2	2	1	1	1	3	2	1	1	1	1	6	6	6	6	4	3	4	3	4	5	6	3	6	3	4	3	3	3	3	4	4	4	4	4	 	7	32.66119385	-83.78540039	-1
3	5.5	1	1	2.2	1.8	3.4	3	1	1	1	1	2	2	2	2	3/30/2017	3/30/2017	1	369916	1	1	 	 	4	5	 	 	4	2	 	 	 	 	 	3	3	5	2	2	 	 	 	 	 	1	4	3	4	6	31	2	5	1	13603	1	2	4	1	2	1	1	1	1	2	2	4	3	1	1	1	2	3	1	3	1	1	5	6	5	1	1	2	2	2	2	4	1	2	1	3	4	4	2	3	2	4	4	1	4	4	 	10min?	44.04820251	-75.76679993	-1
